gvkey,fyear,datadate,conm,fic,cik,ein
292680,2009,20100331,NEWRIVER REIT PLC,GGY,NA,
292681,2007,20070630,PASSION HLDG LTD,SGP,NA,
292682,2008,20081231,2S METAL PCL,THA,NA,
292685,2009,20091231,BIONIME CORP,TWN,NA,
292687,2009,20091231,NAN KUO CATV CO LTD,TWN,NA,
292688,2007,20080229,PALADIN CAPITAL LTD,ZAF,NA,
292689,2006,20061231,PHILAB HOLDINGS CORP,PHL,NA,
292693,2007,20071231,ADO GROUP LTD,ISR,NA,
292694,2007,20071231,ANCORA INDONESIA RESOURCES,IDN,NA,
292696,2010,20100630,MEGHNA CONDENSED MILK,BGD,NA,
292697,2009,20090630,MEGHNA PET INDUSTRIES LTD,BGD,NA,
292698,2005,20060331,PREMIER ENERGY & INFRAST,IND,NA,
292699,2009,20090630,RAHIM TEXTILE MILLS LTD,BGD,NA,
292700,2008,20081031,MINDS MACHINES GROUP LTD,VGB,NA,
292702,2006,20061231,WISDOM MARINE LINES CO,CYM,NA,
292720,1998,19990331,AXISCADES ENG TECH LTD,IND,NA,
292721,2009,20091231,ERIS TECHNOLOGY CORP,TWN,NA,
292722,1997,19970930,GM BREWERIES,IND,NA,
292723,1996,19970331,HIMALAYA FOOD INTL LTD,IND,NA,
292725,1995,19960331,HINDUSTAN TIN WORKS LTD,IND,NA,
292726,2008,20080630,KOHINOOR CHEMICALS,BGD,NA,
292727,2007,20070630,NAHAR CAPITAL & FINANCIAL,IND,NA,
292728,1997,19971231,NAKODA LTD,IND,NA,
292730,1995,19960331,SIMPLEX REALTY LTD,IND,NA,
292731,1998,19990331,TPL PLASTECH LTD,IND,NA,
292732,1995,19960331,WELL PACK PAPERS,IND,NA,
292733,2002,20030331,OIL INDIA LTD,IND,NA,
292734,2006,20060630,CARSALES.COM LTD,AUS,NA,
292737,2009,20090630,BANGLADESHI AUTOCARS,BGD,NA,
292738,2005,20050630,EASTERN LUBRICANTS LTD,BGD,NA,
292739,2004,20041231,FEDERAL INSURANCE,BGD,NA,
292740,2009,20091231,G FUN INDUSTRIAL CORP,TWN,NA,
292741,2009,20090630,IMAM BUTTON INDUSTRIES LTD,BGD,NA,
292742,2011,20111231,INTECH ONLINE LTD,BGD,NA,
292744,2003,20031231,MEGABANK PLC,UKR,NA,
292745,2006,20061231,MODERN MEDIA HLDGS LTD,CYM,NA,
292746,2006,20061231,MONNO JUTE STAFLLERS LTD,BGD,NA,
292747,2011,20111231,RANPUR FOUNDRY,BGD,NA,
292748,2006,20060630,RENWICK JAINESWAR & CO,BGD,NA,
292749,2006,20061231,SAFKO SPINNING MILLS LTD,BGD,NA,
292750,2007,20071231,SINO-LIFE GROUP LTD,CYM,NA,
292751,2009,20091231,TATUNG FINE CHEMICALS CO LTD,TWN,NA,
292752,2013,20130630,ZEAL BANGLA SUGAR MILLS LTD,BGD,NA,
292755,2008,20081231,UNITECH ELECTRONICS CO (TWN),TWN,NA,
292756,2008,20081231,NATIONAL PETROCHEMICAL CO,SAU,NA,
292758,2007,20071231,HOANG LONG GROUP,VNM,NA,
292759,2007,20071231,KUWAIT MEDICAL SERVICES CO,KWT,NA,
292761,2006,20061231,VAN PHAT HUNG CORP,VNM,NA,
292763,2004,20050331,CBON COSMETICS CO,JPN,NA,
292765,2004,20040930,SHO-BI CORP,JPN,NA,
292766,2007,20071231,DAR AL THURAYA REAL ESTATE,KWT,NA,
292767,2004,20040930,MITSUBISHI RESEARCH INST,JPN,NA,
292768,2001,20011231,PROTECCION SA,COL,NA,
292769,2009,20091231,MOREENS CO LTD,KOR,NA,
292770,1995,19960331,BALAJI AMINES LTD,IND,NA,
292771,2000,20010331,BLB LTD,IND,NA,
292772,2009,20091231,GENEXINE INC,KOR,NA,
292773,1998,19990331,KCL INFRA PROJECT LTD,IND,NA,
292775,2006,20060630,SINO GAS & ENERGY HLDGS LTD,AUS,NA,
292776,2009,20091231,TOPTEC CO LTD,KOR,NA,
292777,2006,20061231,CHINA ALL ACCESS (HOLDINGS),CYM,NA,
292778,2006,20060930,HEXTAR GLOBAL BERHAD,MYS,NA,
292779,2008,20081231,CUBE ITG SA,POL,NA,
292780,2007,20070630,MYSTATE LTD,AUS,NA,
292783,2006,20061231,SINOPHARM GROUP CO,CHN,1556605,
292784,2008,20081231,CHINA INTL TRAVEL SERVICE,CHN,NA,
292785,2008,20081231,GUANGDONG JINGYI METAL CO,CHN,NA,
292786,2008,20081231,HENAN SPLENDOR SCIENCE,CHN,NA,
292787,2008,20081231,HUNAN BOYUN NEW MATERIALS CO,CHN,NA,
292788,2008,20081231,ANHUI SINONET & XINLONG SCI,CHN,NA,
292789,2008,20081231,FUJIAN SUNNER DEVELOPMENT CO,CHN,NA,
292790,2008,20081231,FUJIAN NANPING SUN CABLE CO,CHN,NA,
292791,2004,20040630,CANBAS CO LTD,JPN,NA,
292792,2006,20061231,CHINA GAOXIAN FIBRE FABRIC,SGP,NA,
292793,2003,20040331,JINDAL COTEX LTD,IND,NA,
292795,2009,20091231,DSK CO LTD,KOR,NA,
292796,2002,20030331,GLOBUS SPIRITS LTD,IND,NA,
292797,1997,19980331,KANANI INDUSTRIES LTD,IND,NA,
292798,2006,20061231,RANG DONG PLASTIC JSC,VNM,NA,
292799,2006,20061231,PLAYMATES TOYS LTD,BMU,NA,
292800,2008,20081231,STARS MICROELECTRONICS,THA,NA,
292801,2008,20081231,SHENZHEN COMIX GROUP CO LTD,CHN,NA,
292802,2008,20081231,QINGDAO TGOOD ELECTRIC CO,CHN,NA,
292803,2008,20081231,BEIJING ULTRAPOWER SOFTWARE,CHN,NA,
292804,2008,20081231,LEPU MEDICAL TECHNOLOGY,CHN,NA,
292805,2008,20081231,BANGKOK LIFE ASSURANCE,THA,NA,
292806,2006,20061231,CHINA LILANG LTD,CYM,NA,
292807,2006,20061231,FORISE INTERNATIONAL LTD,SGP,NA,
292814,2003,20031231,PAN ASIA BKG CORP,LKA,NA,
292815,2006,20061231,PHUC TIEN TRADE-MFR JSC,VNM,NA,
292816,2004,20050331,SAHYADRI INDUSTRIES LTD,IND,NA,
292817,1997,19980331,SJ CORP LTD,IND,NA,
292818,2001,20020331,SOMANY CERAMICS LD,IND,NA,
292820,1995,19960331,SURANA CORP LTD,IND,NA,
292821,2006,20061231,TIVIT TERCEIRIZACA,BRA,NA,
292824,1997,19980331,BANSWARA SYNTEX LTD,IND,NA,
292825,2001,20020331,CERA SANITARYWARE LTD,IND,NA,
292826,1997,19980331,CHOICE INTL LTD,IND,NA,
292827,2010,20100630,HYUNGJI ELITE INC,KOR,NA,
292831,2008,20081231,MEKONG FISHERIES JSC,VNM,NA,
292834,2007,20071231,NAGAKAWA GROUP JSC,VNM,NA,
292835,2006,20061231,NANFANG VENTILATOR CO LTD,CHN,NA,
292836,2006,20061231,TOREAD HOLDINGS GROUP CO LTD,CHN,NA,
292837,2006,20061231,CHONGQING LUMMY PHARMA,CHN,NA,
292838,2006,20061231,HANWEI ELECTRONICS GROUP COR,CHN,NA,
292839,2006,20061231,BESTWAY MARINE & ENERGY TECH,CHN,NA,
292840,2006,20061231,ANHUI ANKE BIOTECHNOLOGY,CHN,NA,
292841,2006,20061231,BEIJING LANXUM TECHNOLOGY CO,CHN,NA,
292842,2006,20061231,BEIJING DINGHAN TECHNOLOGY G,CHN,NA,
292843,2006,20061231,CENTRE TESTING INTL GROUP,CHN,NA,
292844,2006,20061231,JIANGSU XINNING MODERN LOG,CHN,NA,
292845,2006,20061231,EVE ENERGY CO LTD,CHN,NA,
292846,2006,20061231,AIER EYE HOSPITAL GRP CO LTD,CHN,NA,
292847,2006,20061231,BEIJING BEILU PHARMACEUTICAL,CHN,NA,
292848,2006,20061231,WANGSU SCIENCE & TECHNOLOGY,CHN,NA,
292849,2006,20061231,WUHAN ZHONGYUAN HUADIAN,CHN,NA,
292850,2006,20061231,CHENGDU GUIBAO SCIENCE,CHN,NA,
292851,2009,20091231,KNW CO LTD,KOR,NA,
292852,2006,20061231,PEAK SPORT PRODUCTS CO LTD,CYM,NA,
292853,2008,20081231,PHUONG DONG PETROLEUM,VNM,NA,
292854,1997,19971231,JULIUS BAER GRUPPE AG,CHE,1618944,
292855,2009,20091231,UNION MATERIALS CORP,KOR,NA,
292860,2003,20031231,AGRANI INSURANCE,BGD,NA,
292861,1996,19961231,AKTIA BANK PLC,FIN,NA,
292862,2006,20060630,ANLIMA YARN DYEING LTD,BGD,NA,
292863,1996,19970331,AVON LIFESCIENCES LTD,IND,NA,
292864,2006,20070331,CHINA SOUTH CITY HLDGS LTD,HKG,NA,
292865,1998,19990331,VISAGAR POLYTEX LTD,IND,NA,
292866,1997,19971231,URBAR INGENIEROS SA,ESP,NA,
292867,2008,20080630,DESH GARMENTS,BGD,NA,
292868,2010,20100630,FU WANG FOODS,BGD,NA,
292870,2009,20090930,HR TEXTILE MILLS LTD,BGD,NA,
292872,2007,20071231,INFORMATION SERVICES NETWORK,BGD,NA,
292874,2007,20070630,TALLU SPINNING MILLS LTD,BGD,NA,
292876,2003,20031231,TAKAFUL ISLAMI INSURANCE LTD,BGD,NA,
292877,2010,20100630,MODERN DYEING LTD,BGD,NA,
292878,1995,19960331,SURANA TELECOM & POWER LTD,IND,NA,
292879,2011,20110630,PHARMA AIDS LTD,BGD,NA,
292880,2008,20081231,POLARCUS LTD,CYM,NA,
292881,2000,20010331,PONNI SUGARS (ERODE) LTD,IND,NA,
292882,2006,20061231,REPUBLIC INSURANCE CO LTD,BGD,NA,
292883,2000,20010331,KAMA HLDGS LTD,IND,NA,
292884,2011,20111231,SONARGAON TEXTILES,BGD,NA,
292885,2011,20111031,SINOBANGLA INDUSTRIES,BGD,NA,
292887,1999,20000331,COMPUCOM SOFTWARE LTD,IND,NA,
292888,2005,20051231,HNB ASSURANCE PLC,LKA,NA,
292889,2008,20081231,MOONG PATTANA INTL PCL,THA,NA,
292891,2004,20041231,VTION WIRELESS TECHNOLOGY,DEU,NA,
292892,2006,20061231,GLORIOUS PROPERTY HLDG LTD,CYM,NA,
292893,2009,20091231,DAVID ELECTRONICS CO LTD,TWN,NA,
292896,1996,19960630,SYMPHONY LTD,IND,NA,
292900,2009,20091231,BANGLADESH WELDING ELECTRODE,BGD,NA,
292901,2011,20111231,BEACH HATCHERY,BGD,NA,
292903,2006,20061231,CENTURY PEAK METALS HLDGS,PHL,NA,
292905,2006,20060630,DULAMIA COTTON SPINNING MILL,BGD,NA,
292907,2009,20091231,I&C TECHNOLOGY CO LTD,KOR,NA,
292908,2007,20071231,LANDMARK GROUP LTD,ISR,NA,
292909,2009,20091231,NHN BUGS CORP,KOR,NA,
292910,2009,20090630,RAHIMA FOOD CORP,BGD,NA,
292912,2006,20060630,STANDARD CERAMIC INDUSTRIS,BGD,NA,
292913,1996,19970331,WIM PLAST LTD,IND,NA,
292914,2004,20040930,I-DESIGN GROUP PLC,GBR,NA,
292915,2008,20090331,INFRASTRUCTURE INDIA PLC,IMN,NA,
292917,2008,20081231,BM MOBILITY LTD,SGP,NA,
292918,2004,20041231,AVIV ARLON LTD,ISR,NA,
292919,2006,20061231,YINGDE GASES GROUP CO LTD,CYM,NA,
292920,2007,20080331,TONGYANG LIFE INSURANCE,KOR,NA,
292921,2002,20021231,COFIX GROUP LTD,ISR,NA,
292922,2008,20081231,SYNOPSIS LTD,ISR,NA,
292923,2006,20061231,AUSNUTRIA DAIRY CO,CYM,NA,
292924,2007,20071231,SYNEL MLL PAYWAY LTD,ISR,NA,
292926,2007,20071231,SOLBAR INDUSTRIES LTD,ISR,NA,
292928,2007,20071231,ARD ANNOMOW FOR RE,JOR,NA,
292929,2007,20071231,CHEMIPAL,ISR,NA,
292930,2006,20061231,CHINA VANADIUM TITANO,CYM,NA,
292931,2003,20031231,CANNASSURE THERAPEUTICS LTD,ISR,NA,
292932,2006,20061231,ENJOY SA,CHL,NA,
292933,2007,20080331,LARRY JEWELRY INTL CO LTD,CYM,NA,
292934,2008,20081231,SAO VANG RUBBER CO LTD,VNM,NA,
292935,2006,20060930,GOODLAND GROUP LTD,SGP,NA,
292936,1997,19980331,GRP LTD,IND,NA,
292937,2007,20071231,CHIRON REFINERIES LTD,ISR,NA,
292938,2007,20071231,CHINA AGROFORESTRY LOW CARB,CYM,NA,
292939,2006,20060630,KANGAROO RESOURCES LTD,AUS,NA,
292943,2009,20090630,NISHAT POWER LTD,PAK,NA,
292944,2007,20071231,ONE SOFTWARE TECHS,ISR,NA,
292945,2007,20071231,ORDA PRINT INDUSTRIES LTD,ISR,NA,
292947,2007,20071231,RSL ELECTRONICS,ISR,NA,
292948,2007,20071231,ROSHTOV SOFTWARE INDS LTD,ISR,NA,
292951,2003,20030731,BECO PETE PRODS PLC,NGA,NA,
292952,2003,20031231,FINANCE & CREDIT BANK,UKR,NA,
292953,2009,20090930,HANS BIOMED CORP,KOR,NA,
292954,2007,20080331,RESUS ENERGY PLC,LKA,NA,
292955,2006,20061231,HENGYANG PETE LOGISTICS LTD,SGP,NA,
292957,2007,20070930,MARICO BANGLADESH LTD,BGD,NA,
292959,2007,20071231,PHARMEDIC PHARMACEUTICAL MED,VNM,NA,
292960,2006,20070331,RELIANCE NAVAL& ENGINEERING,IND,NA,
292961,2006,20061231,WYNN MACAU LTD,CYM,1480134,
292963,1997,19980331,CNI RESEARCH LTD,IND,NA,
292966,2006,20060630,NATIONAL POLYMER,BGD,NA,
292967,1999,20000331,PIONEER DISTILLERIES LTD,IND,NA,
292968,1996,19970331,RAINBOW PAPER LTD,IND,NA,
292970,2007,20071231,AMBEE PHARMA,BGD,NA,
292971,2008,20090331,APEX SPINNING AND KNITTING M,BGD,NA,
292972,2006,20060630,BANGAS TALLU GROUP,BGD,NA,
292973,2006,20060630,BD COM ONLINE,BGD,NA,
292974,2005,20051231,BUTSON CEMENT PACKING JSC,VNM,NA,
292975,2010,20100630,CVO PETROCHEMICAL REFINERY,BGD,NA,
292976,2008,20081231,CONSTRUCTION & INVT JSC 492,VNM,NA,
292977,2007,20071231,TESGAS SA,POL,NA,
292980,2010,20100930,GEMINI SEA FOOD,BGD,NA,
292981,2006,20070331,GI ENGINEERING SOLUTIONS,IND,NA,
292982,2007,20070630,SAVAR REFRACTORIES,BGD,NA,
292983,2007,20071231,GLOBAL INSURANCE LTD,BGD,NA,
292985,2009,20090630,SAMORITA HOSPITALS LTD,BGD,NA,
292986,2006,20061231,HA TINH BOOK & EDU,VNM,NA,
292987,2012,20120630,SAIHAM TEXTILE,BGD,NA,
292988,2006,20061231,JSC NO 482,VNM,NA,
292990,2008,20081231,KAY & QUE,BGD,NA,
292991,2006,20060630,MIRACLE INDUSTRIES,BGD,NA,
292992,2006,20060630,LIBRA INFUSIONS,BGD,NA,
292993,2008,20081231,MERCANTILE INSURANCE CO,BGD,NA,
292995,2006,20061231,POWERLONG REAL ESTATE HLDGS,CYM,NA,
293000,1999,19991231,CORP FINANCIERA DE INVERS,PER,NA,
293001,2004,20050331,EURO MULTIVISION LTD,IND,NA,
293002,2001,20020331,KAMANWALA HOUSING CONST,IND,NA,
293006,2006,20061231,ENJOYOR CO LTD,CHN,NA,
293007,2006,20061231,DAYU WATER-SAVING GROUP CO,CHN,NA,
293008,2006,20061231,GIFORE AGRICULTURAL SCIENCE,CHN,NA,
293009,2006,20061231,BODE ENERGY EQUIPMENT CO LTD,CHN,NA,
293010,2006,20061231,SIASUN ROBOT & AUTOMATION CO,CHN,NA,
293011,2006,20061231,HANGZHOU HUAXING CHUANGYE,CHN,NA,
293012,2006,20061231,TIANJIN CHASE SUN PHARMA,CHN,NA,
293013,2006,20061231,HUAYI BROTHERS MEDIA CORP,CHN,NA,
293014,2006,20061231,GEEYA TECHNOLOGY CO LTD,CHN,NA,
293015,2006,20061231,CHINA WEST CONSTRUCTION GRP,CHN,NA,
293016,2006,20061231,MYS GROUP CO LTD,CHN,NA,
293017,2006,20061231,JIANGSU YANGHE BREWERY JSC,CHN,NA,
293018,2006,20061231,LANGOLD REAL ESTATE CO LTD,CHN,NA,
293020,2010,20100630,METALSEARCH LTD,AUS,NA,
293021,2000,20000930,SHREE PRECOATED STEELS LTD,IND,NA,
293023,2007,20071231,AGROKULTURA AB,SWE,NA,
293024,2008,20081231,ADAMAS FINANCE ASIA LTD,VGB,NA,
293025,2006,20061231,INVESTMENT AND TRADING OF RE,VNM,NA,
293027,2006,20060630,AL-HAJ TEXTILE MILLS LTD,BGD,NA,
293031,2005,20051231,ASIA PACIFIC GENERAL INS CO,BGD,NA,
293032,1995,19960331,CHOKSI IMAGING LTD,IND,NA,
293033,2006,20061231,ALIF MANUFACTURING CO LTD,BGD,NA,
293034,1997,19980331,SUNDARAM MULTI PAP LTD,IND,NA,
293035,2004,20041231,CONTINENTAL INSURANCE LTD,BGD,NA,
293036,1997,19980331,AVANCE TECHNOLOGIES LTD,IND,NA,
293037,1997,19980331,DIAMANT INVEST & FINANCE,IND,NA,
293039,2014,20140630,FINE FOODS,BGD,NA,
293040,1997,19980331,GLANCE FINANCE LTD,IND,NA,
293041,2007,20071231,FIGENE CAPITAL S.A,POL,NA,
293042,1996,19970331,HIMALAYA GRANITIES LTD,IND,NA,
293043,1999,20000331,MARGO FINANCE LTD,IND,NA,
293045,1995,19960331,JAI MATA GLASS LTD,IND,NA,
293046,2003,20031231,SONAR BANGLA INSURANCE LTD,BGD,NA,
293047,2010,20100930,LXB RETAIL PROPERTIES PLC,JEY,NA,
293048,2009,20090630,METRO SPINNING LTD,BGD,NA,
293049,1997,19970930,SOLITAIRE MACHINE TOOLS,IND,NA,
293051,2007,20071231,NEMESIS CONSTRUCTIONS,CYP,NA,
293053,2004,20041231,PAKISTAN GENERAL INSURANCE,PAK,NA,
293054,2009,20091231,PRIME INSURANCE CO LTD,BGD,NA,
293064,2006,20070331,JASON MARINE GROUP LTD,SGP,NA,
293065,2008,20081231,KIATTANA TRANSPORT PCL,THA,NA,
293066,2006,20061231,SEAPRODEX REFRIGERATION IND,VNM,NA,
293068,2009,20091231,HUMAX CO LTD,KOR,NA,
293069,2006,20061231,ARCTIC PAPER SA,POL,NA,
293070,2010,20101231,BURFORD CAPITAL LTD,GGY,NA,
293071,2006,20061231,OLIVE TREE ESTATES LTD,SGP,NA,
293072,2004,20040630,D.WESTERN THERAPEUTICS,JPN,NA,
293079,2003,20040331,EXPLEO SOLUTIONS LTD,IND,NA,
293081,2005,20051231,PT EAGLE HIGH PLANTATIONS,IDN,NA,
293083,2006,20060630,GENESIS RESOURCES LTD,AUS,NA,
293084,2009,20091231,STEEL FLOWER CO LTD,KOR,NA,
293086,2007,20071231,AL MEERA CONSUMER GOODS CO,QAT,NA,
293087,2003,20031231,ARAMIT CEMENT,BGD,NA,
293088,2003,20031231,ASIA INSURANCE LTD,BGD,NA,
293089,2007,20071231,ASSECO SOUTH EASTERN EUROPE,POL,NA,
293090,1997,19980331,AXTEL INDS LTD,IND,NA,
293091,2003,20031231,BERMAS SUCEAVA,ROU,NA,
293093,2007,20071231,CASA DE BUCOVINA-CLUB DE,ROU,NA,
293094,2006,20061231,CETIP SA,BRA,NA,
293095,1999,20000331,CIGNITI TECHNOLOGIES LTD,IND,NA,
293096,2008,20081231,CIMENTS DE BIZERTE SA,TUN,NA,
293098,2004,20041231,CONTOR GROUP SA,ROU,NA,
293099,1998,19990331,HIPOLIN LTD,IND,NA,
293100,2006,20061231,JANATA INSURANCE CO LTD,BGD,NA,
293102,1994,19941231,NISHAT CHUNIAN POWER LTD,PAK,NA,
293104,2015,20151231,PURABI GENERAL INSURANCE,BGD,NA,
293106,2007,20070630,THE DACCA DYEING,BGD,NA,
293107,2004,20041231,VIETNAM EXPORT-IMPORT,VNM,NA,
293108,2009,20100331,VITZROCELL CO LTD,KOR,NA,
293110,2011,20110630,DELTA SPINNERS LTD,BGD,NA,
293111,2003,20031231,GRUPUL IND ELCTROCONTACT,ROU,NA,
293112,2008,20080630,JUTE SPINNERS,BGD,NA,
293115,2003,20031231,PETROLEXPORTIMPORT,ROU,NA,
293117,2008,20081231,SINTEZA SA,ROU,NA,
293121,2006,20061231,COMTEC SOLAR SYS GROUP LTD,CYM,NA,
293122,2008,20090331,RATTANINDIA POWER LTD,IND,NA,
293124,1998,19980630,LUHARUKA MEDIA & INFRA LTD,IND,NA,
293125,2003,20031231,VES SIGHISOARA,ROU,NA,
293126,2003,20031231,ZIMTUB ZIMNICEA SA,ROU,NA,
293128,2009,20091231,GULF LIVESTOCK CO,ARE,NA,
293129,2007,20071231,KEY SOFT CMP TECH PLC,HUN,NA,
293130,2006,20060731,MYER HOLDINGS LTD,AUS,NA,
293131,2005,20051231,MUAR BAN LEE GROUP BHD,MYS,NA,
293132,2006,20061231,TRINITY LTD,BMU,NA,
293133,2006,20061231,YUZHOU PROPERTIES CO LTD,CYM,NA,
293134,2009,20091231,DANEN TECHNOLOGY CORP,TWN,NA,
293135,1998,19981231,DELTA LLOYD NV,NLD,NA,
293138,1996,19960930,EMPEE SUGARS & CHEMICALS,IND,NA,
293139,2004,20041231,CHINA EVERGRANDE GROUP,CYM,NA,
293140,2009,20091231,GUDENG PRECISION INDUSTRIAL,TWN,NA,
293142,2009,20091231,SEN TIEN PRINTING FACTORY CO,TWN,NA,
293143,1996,19970331,SEQUENT SCIENTIFIC LTD,IND,NA,
293144,1997,19980331,TATIA GLOBAL VENTURE LTD,IND,NA,
293146,2009,20091231,VOESTALPINE VAE APCAROM SA,ROU,NA,
293147,2003,20031231,ELECTROPUTERE SA,ROU,NA,
293148,2009,20091231,GENEMATRIX INC,KOR,NA,
293149,2006,20061231,GREENS HOLDINGS LTD,HKG,NA,
293152,2005,20051231,TURISM HOTELURI RESTAURANT,ROU,NA,
293155,2008,20081231,SANTIERUL NAVAL ORSOVA SA,ROU,NA,
293156,2006,20061231,GOLAR LNG ENERGY LTD,BMU,NA,
293157,2008,20081231,RAO ENERGY SYSTEM OF EAST,RUS,NA,
293158,2007,20071231,MASAN GROUP CORP,VNM,NA,
293159,2004,20041231,COS TARGOVISTE SA,ROU,NA,
293160,2003,20030630,OCTANEX LTD,AUS,NA,
293163,2006,20061231,CLOUD LIVE TECHNOLOGY GROUP,CHN,NA,
293164,2006,20061231,XINJIANG BEIXIN ROAD,CHN,NA,
293165,2006,20061231,VTRON TECHNOLOGIES LTD,CHN,NA,
293166,2006,20061231,JIANGSHU ZHONGLI GROUP CO,CHN,NA,
293167,2006,20061231,BEIJING ORIENT LANDSCAPE,CHN,NA,
293168,2006,20061231,GUANGDONG HAID GROUP CO LTD,CHN,NA,
293169,2006,20061231,CHINA MERCHANTS SECURITIES,CHN,NA,
293171,2009,20091231,SANGSANGIN INDUSTRY CO LTD,KOR,NA,
293172,2009,20091231,GIGASOLAR MATERIAL CORP,TWN,NA,
293173,2008,20081231,JUBILEE ENTERPRISE PCL,THA,NA,
293174,2006,20061231,KUZBASSKAYA TOPLIVNAYA,RUS,NA,
293175,2006,20061231,PATENTUS SA,POL,NA,
293176,2006,20061231,SHENGUAN HLDGS (GROUP) LTD,CYM,NA,
293177,2008,20081231,WIN SEMICONDUCTORS CORP,TWN,NA,
293180,2009,20091231,DONGBANG SHIP MACHINERY CO,KOR,NA,
293183,2010,20101231,VIETNAM NATL GEN EXP IMPORT,VNM,NA,
293184,2009,20091231,UNILEVER COTE D IVOIRE SA,CIV,NA,
293185,2008,20090228,AFRICAN MEDICAL INVESTMENTS,IMN,NA,
293187,2008,20081231,CHATEAU INTL DEVELOPMENT,TWN,NA,
293188,2009,20091231,CONSTRUCTION JSC NO. 9,VNM,NA,
293191,2008,20081231,NATION BROADCASTING CORP,THA,NA,
293192,2009,20091231,IBSM SA,POL,NA,
293193,2006,20061231,SBI OFFSHORE LTD,SGP,NA,
293194,2009,20091231,SK HOLDINGS CO LTD,KOR,NA,
293196,2009,20091231,ACTER CO LTD,TWN,NA,
293199,2009,20091231,NISHOKU TECHNOLOGY INC,TWN,NA,
293203,2007,20070630,THRED LTD,AUS,NA,
293204,1997,19980331,RICH UNIVERSE NETWORK LTD,IND,NA,
293205,2003,20031231,ATLANTA DEVCON LTD,IND,NA,
293206,2006,20070531,SAUDEE GROUP BHD,MYS,NA,
293207,1997,19980331,SIR SHADI LAL ENTERPRISES,IND,NA,
293208,2006,20061231,M WINKWORTH PLC,GBR,NA,
293209,2006,20061231,XIDELANG HLDGS LTD,BMU,NA,
293210,2007,20071231,ASIA GREEN ENERGY PCL,THA,NA,
293211,2007,20070630,CHINA HIGH PRECISION AUTO,CYM,NA,
293212,2003,20031231,COMVEX SA,ROU,NA,
293213,2003,20031231,DUCTIL SA BUZAU,ROU,NA,
293214,2003,20031231,ELECTROMAGNETICA SA,ROU,NA,
293215,2009,20091231,APROGEN HEALTHCARE & GAMES,KOR,NA,
293216,2006,20061231,MINGFA GROUP (INTL) CO LTD,CYM,NA,
293217,2003,20031231,ARCELORMITTAL TUBULAR PROD,ROU,NA,
293238,2009,20091231,USHINE PHOTONICS CORP,TWN,NA,
293239,1997,19980331,POLY MEDICURE LTD,IND,NA,
293240,2009,20091231,APTOS TECHNOLOGY INC,TWN,NA,
293241,2009,20091231,AZUREWAVE TECHNOLOGIES INC,TWN,NA,
293242,2009,20091231,BISON ELECTRONICS INC,TWN,NA,
293243,2006,20061231,CPMC HLDGS LTD,HKG,NA,
293245,2007,20070731,KATHMANDU HLDGS LTD,NZL,NA,
293247,2006,20061231,KUO CHING CHEMICAL CO LTD,TWN,NA,
293250,2008,20080630,MATRIX COMPOSITES,AUS,NA,
293254,2006,20061231,DUC THANH WOOD PROCESSING,VNM,NA,
293255,1995,19960331,INDIAN ACRYLICS LTD,IND,NA,
293256,1995,19960331,VOITH PAPER FABRICS INDIA,IND,NA,
293279,2006,20061231,CHINA TONTINE WINE GRP LTD,BMU,NA,
293280,2004,20041231,DIRECIONAL ENGENHARIA SA,BRA,NA,
293281,2009,20091231,GRAND KOREA LEISURE CO LTD,KOR,NA,
293282,2006,20061231,LONGFOR GROUP HOLDINGS LTD,CYM,NA,
293283,2012,20130331,FRANCE TOURISME IMMOBILIER,FRA,NA,
293284,2006,20061231,MAXIS BHD,MYS,NA,
293285,2004,20041231,DAMAS INTERNATIONAL LTD,ARE,NA,
293286,2004,20050331,FOI CORP,JPN,NA,
293288,2009,20091130,WELCRON KANGWON CO LTD,KOR,NA,
293289,2009,20091231,CHENGDU SANTAI HLDG GROUP,CHN,NA,
293290,2009,20091231,SUNSEA AIOT TECHNOLOGY CO,CHN,NA,
293291,2009,20091231,SHENZHEN NEW NANSHAN HOLDING,CHN,NA,
293292,2009,20091231,FOCUS TECHNOLOGY CO LTD,CHN,NA,
293294,2009,20091231,SHENZHEN ASIA LINK TECHNOLOG,CHN,NA,
293295,2009,20091231,GUANGDONG ZHONGSHENG PHARMA,CHN,NA,
293297,2009,20091231,ZHEJIANG JIULI HI-TECH METAL,CHN,NA,
293298,2009,20091231,LETONG CHEMICAL CO LTD,CHN,NA,
293316,2006,20061231,SINO GRANDNESS FOOD GRP LTD,SGP,NA,
293317,2006,20070131,TA GLOBAL BHD,MYS,NA,
293397,1996,19960630,AMRIT BANSAPATI CO LTD,IND,NA,
293398,2007,20080331,DEN NETWORKS LTD,IND,NA,
293399,2002,20021231,GRAMEENPHONE LTD,BGD,NA,
293400,2006,20061231,ASIYA CAPITAL INVESTMENTS CO,KWT,NA,
293401,2002,20021231,SUEZ BAGS CO SAE,EGY,NA,
293402,2007,20071231,UNITED AIRCRAFT CORP PJSC,RUS,NA,
293406,2007,20070930,TAN BINH IMPORT EXPORT JSC,VNM,NA,
293408,2006,20061231,SANY HEAVY EQUIPMENT INTL,CYM,NA,
293409,2006,20061231,Q & M DENTAL GROUP,SGP,NA,
293410,2007,20071231,PETROVIETNAM LOW PRESSURE,VNM,NA,
