gvkey,fyear,datadate,conm,fic,cik,ein
293412,2006,20061231,KELINGTON GROUP BHD,MYS,NA,
293413,2007,20071231,HUNG VUONG JSC,VNM,NA,
293415,2006,20070331,ASTEC LIFESCIENCES LTD,IND,NA,
293416,2007,20071231,BA RIA THERMAL POWER,VNM,NA,
293418,2008,20081231,CAPITAMALLS ASIA LTD,SGP,NA,
293419,2007,20071231,CHINA FINEBLANKING TECH CO,TWN,NA,
293420,2007,20071231,GLOBAL ELECTRICAL TECH,VNM,NA,
293421,2006,20061231,FANTASIA HOLDINGS GROUP CO,CYM,NA,
293422,1998,19990331,ENNORE COKE LTD,IND,NA,
293423,2008,20081231,ASIAN PLANTATIONS LTD,SGP,NA,
293424,2009,20091231,FORMOSA LABORATORIES INC,TWN,NA,
293425,2006,20061231,SANDS CHINA LTD,CYM,1491703,
293426,1997,19980331,TRANSGENE BIOTEK LTD,IND,NA,
293427,2006,20070430,CIMBER STERLING GROUP,DNK,NA,
293428,2007,20071231,DINH VU PORT INVEST & DEV,VNM,NA,
293429,2009,20090630,ZYBER HOLDINGS LTD,AUS,NA,
293430,2009,20091231,EWON COMFORTECH CO,KOR,NA,
293431,2007,20080331,HONEYWELL FLOUR MILLS,NGA,NA,
293432,2005,20060131,IMAGINARIUM SA,ESP,NA,
293433,1995,19960331,INTERNATIONAL COMBUSTION,IND,NA,
293435,2009,20090630,BUYMYPLACE.COM.AU LTD,AUS,NA,
293441,2006,20061231,CHINA FORESTRY HLDGS CO LTD,CYM,NA,
293442,2007,20071231,EMPRESAS HITES SA,CHL,NA,
293443,2004,20041231,4IG NYILVANOSAN MUK RES,HUN,NA,
293444,2006,20061231,HIAP TONG CORP LTD,SGP,NA,
293445,2007,20070630,NORTH RIVER RESOURCES PLC,GBR,NA,
293446,2003,20031231,PLASTIKKART AKILLI,TUR,NA,
293447,2009,20090630,PEAKO LTD,AUS,NA,
293449,2006,20061231,YOOX NET-A-PORTER GROUP,ITA,NA,
293451,2005,20051231,BG AGRO AD-VARNA,BGR,NA,
293453,2006,20061231,S&C ENGINE GROUP LTD,HKG,NA,
293454,2010,20101231,CRUZADOS SADP,CHL,NA,
293455,2008,20080630,PROSPECT RESOURCES LTD,AUS,NA,
293456,2006,20061231,FUTONG TECHNOLOGY,CYM,NA,
293458,1998,19981130,HB STOCKHOLDINGS LTD,IND,NA,
293464,2008,20080630,METRO MINING LTD,AUS,NA,
293466,2007,20071231,MOVETIS NV,BEL,NA,
293468,2005,20051231,QALAA HOLDINGS SAE,EGY,NA,
293481,2007,20070630,HAFARY HLDG LTD,SGP,NA,
293494,2010,20101231,AL ALAMIYA COOP INSURANCE,SAU,NA,
293495,1998,19981231,CAT TECHNOLOGIES LTD,IND,NA,
293496,2007,20071231,KGL LOGISTICS CO,KWT,NA,
293497,1997,19980331,RANE (MADRAS) LTD,IND,NA,
293502,2006,20061231,HAINAN STRAIT SHIPPING CO,CHN,NA,
293503,2006,20061231,HENAN HUAYING AGRICULTURAL,CHN,NA,
293504,2006,20061231,NINGBO LIGONG ENVIRONMENT,CHN,NA,
293505,2006,20061231,JIANGSU YABAITE TECHNOLOGY,CHN,NA,
293506,2006,20061231,SHANGHAI PRET COMPOSITES CO,CHN,NA,
293507,2006,20061231,SHENZHEN HONGTAO GROUP CO,CHN,NA,
293508,2006,20061231,ZHEJIANG YONGTAI TECHNOLOGY,CHN,NA,
293509,2006,20061231,SHENZHEN FUANNA BEDDING,CHN,NA,
293510,2006,20061231,SHANGHAI XINPENG INDUSTRIAL,CHN,NA,
293511,2006,20061231,JIANGSU HUASHENGTIANLONG,CHN,NA,
293512,2006,20061231,GUANGZHOU IMPROVE MEDICAL,CHN,NA,
293513,2006,20061231,WUXI BOTON TECHNOLOGY CO LTD,CHN,NA,
293514,2006,20061231,JINLONG MACHINERY & ELECTRO,CHN,NA,
293515,2006,20061231,HITHINK ROYALFLUSH INFO,CHN,NA,
293516,2006,20061231,BEIJING CISRI-GAONA MATERIAL,CHN,NA,
293517,2006,20061231,HUNAN ZHONGKE ELECTRIC CO,CHN,NA,
293518,2006,20061231,BEIJING SUPERMAP SOFTWARE CO,CHN,NA,
293519,2006,20061231,SHENZHEN GAS CORP LTD,CHN,NA,
293520,2008,20081231,CHINA CNR CORP LTD,CHN,NA,
293521,2008,20081231,CHINA SHIPBUILDING INDUSTRY,CHN,NA,
293523,2006,20061231,CENTRAL INSURANCE CO LTD,BGD,NA,
293524,2006,20060930,DGB ASIA BHD,MYS,NA,
293525,2008,20081231,E-KIOSK SA,POL,NA,
293526,2006,20061231,KAISA GROUP HLDGS LTD,CYM,NA,
293527,2010,20100630,ZIP CO LTD,AUS,NA,
293528,2009,20090630,STANMORE COAL LTD,AUS,NA,
293530,2006,20061231,POLSKA GRUPA ENERGETYCZNA SA,POL,NA,
293534,2007,20071231,AGRIBANK SECURITIES JSC,VNM,NA,
293535,2000,20010331,SCHNEIDER ELECTRIC PRESIDENT,IND,NA,
293536,2006,20061231,CHINA LONGYUAN POWER GROUP,CHN,NA,
293537,2008,20081231,CHUNGHWA CHEMICAL SYNTHESIS,TWN,NA,
293538,2009,20091231,SELVAS AI INC,KOR,NA,
293539,2006,20061231,LIX DETERGENT JSC,VNM,NA,
293541,1997,19980331,SUMEET INDUSTRIES LTD,IND,NA,
293544,2008,20081231,BUMI CITRA PERMAI TBK,IDN,NA,
293545,2002,20030331,COX & KINGS LTD,IND,NA,
293546,2008,20081231,DIAN SWASTATIKA SENTOSA,IDN,NA,
293547,2010,20100630,GASCOYNE RESOURCES LTD,AUS,NA,
293548,2007,20071231,KUZBASSRAZREZUGOL,RUS,NA,
293549,2000,20010331,ORIENTAL CARBON & CHEMICALS,IND,NA,
293550,1995,19960331,TIMES GUARANTY LTD,IND,NA,
293551,2004,20041231,AGELLIS GROUP AB,SWE,NA,
293552,1999,19990930,AKTIENBRAUEREI KAUFBEUREN,DEU,NA,
293553,2003,20030731,CARBACID INVESTMENTS LTD,KEN,NA,
293554,2003,20040331,DAWN PROPERTIES LTD,ZWE,NA,
293555,2005,20051231,DNICK HLDGS PLC,GBR,NA,
293556,2007,20071231,GARTMORE GROUP LTD,CYM,NA,
293557,2009,20091231,KEPCO ENGINEERING & CONST,KOR,NA,
293558,2005,20051231,TIGRAN TECHNOLOGIES AB,SWE,NA,
293559,2002,20021231,VEREINIGTE FILZFABRIKEN AG,DEU,NA,
293564,2005,20051231,DELKO SA,POL,NA,
293566,2006,20061231,PCD STORES (GROUP) LTD,CYM,NA,
293567,2005,20051231,THANASIRI GROUP PCL,THA,NA,
293568,2010,20101231,WALL STREET SECURITIES CO,VNM,NA,
293571,2008,20081231,IAI SA,POL,NA,
293573,2007,20071231,HONGDA FINANCIAL HOLDING LTD,CYM,NA,
293575,2006,20060630,ASTIVITALTD,AUS,NA,
293577,2009,20090630,AUSGOLD LTD,AUS,NA,
293578,2008,20081231,EXILLON ENERGY PLC,IMN,NA,
293579,2006,20061231,FLEURY SA,BRA,NA,
293580,2009,20091231,HYUNDAI FOOD SYSTEM CO LTD,KOR,NA,
293581,2004,20050331,JAPAN DRILLING CO LTD,JPN,NA,
293582,2006,20061231,MOBI DEVELOPMENT CO LTD,CYM,NA,
293583,2010,20100630,CELAMIN HOLDINGS NL,AUS,NA,
293585,1995,19960331,AMBIKA COTTON MILLS LTD,IND,NA,
293586,2006,20061231,VIETNAM FUMIGATION JSC,VNM,NA,
293588,2006,20061231,CHANGSHOUHUA FOOD CO LTD,CYM,NA,
293589,2009,20091231,ADVANCED DIGITAL HEALTH,BRA,NA,
293591,2008,20081231,SHENGLI OIL & GAS PIPE HLDG,CYM,NA,
293592,2008,20081231,SAIGON-QUY NHON MINING CORP,VNM,NA,
293593,2010,20100630,SUPERIOR LAKE RESOURCES LTD,AUS,NA,
293594,2008,20081231,PELAT TIMAH NUSANT TBK,IDN,NA,
293595,1995,19960331,FIVE CORE EXIM LTD,IND,NA,
293596,2001,20020331,PANASONIC CARBON INDIA CO,IND,NA,
293598,2006,20061231,ROYAL GROUP CO LTD,CHN,NA,
293599,2006,20061231,SHANDONG DELISI FOOD CO LTD,CHN,NA,
293600,2006,20061231,ANHUI WANTONG TECHNOLOGY CO,CHN,NA,
293601,2006,20061231,ZHEJIANG XIANJU PHARMA,CHN,NA,
293602,2006,20061231,SUZHOU LOPSKING ALUMINUM CO,CHN,NA,
293603,2006,20061231,SHENZHEN INVT ELECTRIC CO,CHN,NA,
293604,2006,20061231,KEHUA HENGSHENG CO LTD,CHN,NA,
293605,2006,20061231,RENRENLE COMMERCIAL GROUP CO,CHN,NA,
293606,2006,20061231,SHENZHEN CAPCHEM TECHNOLOGY,CHN,NA,
293607,2006,20061231,BEIJING SHUZHI TECH  CO LTD,CHN,NA,
293608,2006,20061231,SHANGHAI KAIBAO PHARMA,CHN,NA,
293609,2006,20061231,HARBIN JIUZHOU ELECTRIC CO,CHN,NA,
293610,2006,20061231,HUBEI HUITIAN NEW MATERIALS,CHN,NA,
293611,2006,20061231,NETAC TECHNOLOGY CO LTD,CHN,NA,
293612,2008,20081231,CHINA NATIONAL CHEMICAL ENG,CHN,NA,
293613,2009,20090630,GENERAL MINING CORP LTD,AUS,NA,
293614,2006,20061231,HOCK LIAN SENG HLDGS LTD,SGP,NA,
293617,2009,20091231,HANJIN SHIPPING CO LTD,KOR,NA,
293618,2006,20061231,DAT XANH GROUP JSC,VNM,NA,
293619,2009,20091231,DONG YANG P&F CO LTD,KOR,NA,
293621,2006,20061231,GLOBAL SM TECH LTD,CYM,NA,
293622,2006,20061231,VIEN DONG PHARMACEUTICAL,VNM,NA,
293623,2007,20071231,TBS GROUP SPA,ITA,NA,
293624,1998,19981231,SPECTRONIX,ISR,NA,
293625,2010,20100630,ELEMENTOS LTD,AUS,NA,
293626,2017,20171231,HA GIANG MINERAL MECHANICS,VNM,NA,
293627,2006,20061231,HUAYU EXPRESSWAY GROUP LTD,CYM,NA,
293628,2009,20091231,ITX-M2M CO LTD,KOR,NA,
293629,2009,20091231,KPX LIFESCIENCE CO,KOR,NA,
293631,1997,19970930,SHAHTAJ SUGAR MILLS LTD,PAK,NA,
293633,2004,20050430,YA-MAN LTD,JPN,NA,
293635,2008,20081231,TANCANG LOGISTICS & STEVEDOR,VNM,NA,
293638,2008,20081231,TAI TWUN ENTERPRISE CO LTD,TWN,NA,
293640,2010,20101231,AUSTRALIAN BAUXITE LTD,AUS,NA,
293641,2010,20100630,ALTA ZINC LTD,AUS,NA,
293643,2004,20050131,HAJIME CONSTRUCTION CO LTD,JPN,NA,
293644,2009,20091231,PARPRO CORP,TWN,NA,
293645,2009,20091231,OCTEKCONN INCORPORATION,TWN,NA,
293646,2006,20061231,HONTEX INTL HLDGS CO LTD,CYM,NA,
293647,2008,20090331,FULCRUM UTILITY SERVICES LTD,CYM,NA,
293648,2006,20061231,RASTAR GROUP,CHN,NA,
293649,2006,20061231,SHENZHEN SUNWIN INTELLIGENT,CHN,NA,
293650,2006,20061231,HWA CREATE CORP LTD,CHN,NA,
293651,2006,20061231,TECH SEMICONDUCTORS CO LTD,CHN,NA,
293652,2006,20061231,SHENZHEN TIANYUAN DIC INFO,CHN,NA,
293653,2006,20061231,HICONICS ECO-ENERGY TECH,CHN,NA,
293654,2006,20061231,INNER MONGOLIA FURUI MEDICAL,CHN,NA,
293655,2006,20061231,DINGLI CORP LTD,CHN,NA,
293656,2009,20091231,DYNAMIC MEDICAL TECH INC,TWN,NA,
293658,2006,20061231,CARPENTER TAN HLDGS LTD,CYM,NA,
293660,2006,20061231,SCHRAMM HOLDING AG,DEU,NA,
293661,2001,20011231,SHIVA TEXYARN LTD,IND,NA,
293663,1997,19971231,AMRIT CORP LTD,IND,NA,
293664,2002,20021231,GIVOT OLAM OIL EXPLORATION,ISR,NA,
293667,2008,20081231,SON HA INTL CORP,VNM,NA,
293668,2009,20091231,WOORIDUL HUEBRAIN LTD,KOR,NA,
293675,2007,20080331,ESSAR SECURITIES LTD,IND,NA,
293677,2008,20081231,STACK DEVICES CORP,TWN,NA,
293682,2008,20081231,GUNAWAN DIANJAYA STEEL,IDN,NA,
293683,2009,20091231,JETBEST CORP,TWN,NA,
293684,2005,20060331,JSW ENERGY LTD,IND,NA,
293685,1995,19960331,LINC PEN & PLASTICS,IND,NA,
293687,2009,20091231,UNITEL HIGH TECH CORP,TWN,NA,
293688,1998,19990331,VERITAS(INDIA) LTD,IND,NA,
293689,1996,19970331,ALBERT DAVID,IND,NA,
293691,2008,20080630,GHANI GLOBAL HOLDINGS LTD,PAK,NA,
293692,2003,20040331,GODREJ PROPERTIES LTD,IND,NA,
293693,2009,20091231,KODI CO LTD,KOR,NA,
293694,2009,20091231,MACROWELL OMG DIG ENT,TWN,NA,
293697,1998,19980630,SHAKTI PUMPS INDIA,IND,NA,
293698,2005,20050630,YOONG ONN CORP BHD,MYS,NA,
293699,2005,20060331,D B CORP LTD,IND,NA,
293700,2002,20020630,KESAR ENTERPRISES,IND,NA,
293701,2009,20091231,SEUNGHWA PRETECH CO LTD,KOR,NA,
293705,1995,19960331,BHARAT SEATS,IND,NA,
293706,2008,20081231,GROUP ALITA AB,LTU,NA,
293707,1999,20000331,MORARJEE TEXTILES,IND,NA,
293710,2008,20080930,U3O8 HOLDINGS PLC,GBR,NA,
293713,1999,20000331,SALZER ELECTRONICS,IND,NA,
293715,2006,20070331,SICAGEN INDIA LTD,IND,NA,
293716,1995,19960331,TALBROS AUTOMOTIVE COMPONENT,IND,NA,
293717,2006,20061231,TIANJIN SAIXIANG TECH CO LTD,CHN,NA,
293718,2006,20061231,CHANGCHUN UP OPTOTECH CO LTD,CHN,NA,
293719,2006,20061231,INTEGRATED ELECTR SYS LAB,CHN,NA,
293720,2006,20061231,GEM CO LTD,CHN,NA,
293721,2006,20061231,SHENZHEN SELEN SCI & TECH CO,CHN,NA,
293722,2006,20061231,JULI SLING CO LTD,CHN,NA,
293723,2006,20061231,CIWEN MEDIA CO LTD,CHN,NA,
293724,2006,20061231,HAINING CHINA LEATHER MARKET,CHN,NA,
293725,2006,20061231,GUANGDONG CHJ IND CO LTD,CHN,NA,
293726,2006,20061231,SHANGHAI ZHEZHONG GROUP CO,CHN,NA,
293727,2006,20061231,TAIER HEAVY IND CO LTD,CHN,NA,
293728,2006,20061231,CHINA XD ELECTRICITY CO LTD,CHN,NA,
293729,2006,20061231,ANHUI XINHUA MEDIA CO LTD,CHN,NA,
293730,2006,20061231,ZHEJIANG CHINT ELECTRICS CO,CHN,NA,
293735,2000,20010331,JBM AUTO LTD,IND,NA,
293736,2001,20020331,MANJUSHREE TECHNOPACK LTD,IND,NA,
293737,2004,20050331,MBL INFRASTRUCTURE LTD,IND,NA,
293738,1997,19980331,SURAT TEXTILE MILLS,IND,NA,
293739,1997,19980331,ARTEFACT PROJECTS LTD,IND,NA,
293740,2001,20020331,SANMIT INFRA LTD,IND,NA,
293741,1995,19960331,CINDRELLA HOTELS LTD,IND,NA,
293742,2009,20091231,CYTO BIOTECH INC,TWN,NA,
293743,2008,20081231,ELANG MAHKOTA TECH TBK,IDN,NA,
293744,1998,19980630,FRESHTROP FRUITS,IND,NA,
293746,1995,19960331,INV & PRECISION CASTING LTD,IND,NA,
293747,1999,20000331,UNIPLY INDUSTRIES LTD,IND,NA,
293750,1995,19960331,PANASONIC APPLIANCES INDIA,IND,NA,
293751,2009,20091231,TRAN ANH DIGITAL WOLD JSC,VNM,NA,
293752,2009,20090831,CANDELA INVEST SA,BEL,NA,
293753,1997,19980331,SUMERU INDUSTRIES LTD,IND,NA,
293756,2007,20071231,KAI CHIEH INTL INVESTMENT CO,CYM,NA,
293757,1996,19970331,NR AGARWAL INDUSTRIES,IND,NA,
293759,2009,20091231,TANTALUS RARE EARTHS AG,DEU,NA,
293761,2009,20091231,ETURBOTOUCH TECHNOLOGY INC,TWN,NA,
293765,2008,20081231,SOCIEDAD DE INV EN ENERGIA,COL,NA,
293767,2009,20091231,UNO & CO LTD,KOR,NA,
293768,2010,20101231,PJSC YASYNIVKA COKERY PLANT,UKR,NA,
293770,2007,20071231,FOREIGN TRADE DEV & INV CORP,VNM,NA,
293771,2010,20100630,FORTRESS REIT LTD,ZAF,NA,
293773,2008,20081231,ITTIFAK HOLDING AS,TUR,NA,
293775,2009,20091231,FINANCIAL ASSETS MANAGEMENT,POL,NA,
293777,2006,20060630,WESTOZ INVESTMENT CO LTD,AUS,NA,
293780,2006,20061231,SUMATRA COPPER & GOLD PLC,AUS,NA,
293781,2006,20060630,AUSTOFIX GROUP LTD,AUS,NA,
293782,1990,19901231,AXXION SA,CHL,NA,
293783,2007,20071231,BINH DUONG MINERAL AND CONST,VNM,NA,
293785,2007,20071231,COTECCONS CONSTRUCTION JSC,VNM,NA,
293788,2007,20070630,OAKAJEE CORP LTD,AUS,NA,
293794,2006,20061231,INTEGRATED MICRO-ELECTRO INC,PHL,NA,
293795,2007,20071231,LAPIDOTH-HELETZ LP,ISR,NA,
293796,2007,20070630,ATLAS ARTERIA,AUS,NA,
293797,2010,20101231,KOLON INDS INC,KOR,NA,
293798,2000,20010331,AI CHAMPDANY INDUSTRIES LTD,IND,NA,
293799,2005,20060331,FIRST CAPITAL HOLDINGS PLC,LKA,NA,
293801,2006,20070331,TIGER AIRWAYS HOLDINGS LTD,SGP,NA,
293802,2008,20081231,TMT MOTORS CORP,VNM,NA,
293803,2007,20071231,AGRICULTURE PRINTING & PACK,VNM,NA,
293804,2007,20071231,CMC CORP (VIETNAM),VNM,NA,
293806,2009,20091231,YOUNG HEUNG STEEL CO LTD,KOR,NA,
293807,2006,20061231,GOLDLOK HOLDINGS (GUANGDONG),CHN,NA,
293808,2006,20061231,NANTONG JINGHUA PHARMA CO,CHN,NA,
293809,2006,20061231,BEIJING CREATIVE DISTRG AUTO,CHN,NA,
293810,2006,20061231,EDIFIER TECH CO LTD,CHN,NA,
293811,2006,20061231,S.F. HOLDING CO LTD,CHN,NA,
293812,2006,20061231,YANTAI JEREH OILFIELD SVCS,CHN,NA,
293813,2006,20061231,DALIAN ZEUS ENTERTAINMENT CO,CHN,NA,
293814,2006,20061231,XINGMIN INTELLIGENT,CHN,NA,
293815,2006,20061231,SHENZHEN HEMEI GROUP CO LTD,CHN,NA,
293816,2006,20061231,SICHUAN FULIN TRANSN GROUP,CHN,NA,
293817,2006,20061231,HENAN SENYUAN ELECTRIC CO,CHN,NA,
293818,2006,20061231,NORTHCOM GROUP CO LTD,CHN,NA,
293819,2006,20061231,XIAMEN 35.COM TECH CO LTD,CHN,NA,
293820,2006,20061231,SHENZHEN ZQGAME CO LTD,CHN,NA,
293821,2006,20061231,ZHUHAI ORBITA AEROSPACE SCIE,CHN,NA,
293822,2006,20061231,HUBEI DINGLONG CO LTD,CHN,NA,
293823,2008,20081231,CHINA FIRST HEAVY INDS,CHN,NA,
293824,2006,20061231,CHINA ERZHONG GROUP (DEYANG),CHN,NA,
293825,2009,20091231,WOORI-NET CO LTD,KOR,NA,
293826,2006,20061231,VIDEO FUTUR ENT GRP SA,FRA,NA,
293827,2006,20061231,UNITED CO RUSAL PLC,JEY,NA,
293828,2009,20091231,SUNMAX BIOTECHNOLOGY CO LTD,TWN,NA,
293829,2010,20100630,ASIA TECHNOLOGY CO LTD,KOR,NA,
293830,2010,20101231,GOZDE FINANSAL HIZMETLER,TUR,NA,
293831,2009,20091231,STARFLEX CO LTD,KOR,NA,
293832,1998,19980630,KASB CORP LTD,PAK,NA,
293833,2009,20091231,SUNEXT TECH CO LTD,TWN,NA,
293836,2006,20061231,NORTH BRIDGE NORDIC PROPERTY,NOR,NA,
293838,2007,20071231,SAO MAI CONSTRUCTION CORP,VNM,NA,
293839,2007,20070630,RYOBI KISO HLDGS LTD,SGP,NA,
293840,2002,20030331,RESORT SAVINGS & LOANS PLC,NGA,NA,
293842,2006,20061231,TIGAR A.D. PIROT,SRB,NA,
293843,2006,20061231,ENERGOPROJEKT HLDG AD,SRB,NA,
293845,2009,20091231,LOCK & LOCK CO LTD,KOR,NA,
293849,2004,20041231,ALIANSCE SONAE SHOPPING CENT,BRA,NA,
293850,2009,20090630,ALTECH CHEMICALS LTD,AUS,NA,
293851,2008,20081231,EURO-TAX.PL SA,POL,NA,
293852,2009,20091231,KOREA DISTRICT HEATING CORP,KOR,NA,
293854,2009,20091231,NUVOTON TECHNOLOGY CORP,TWN,NA,
293855,2009,20091231,MOTORICUS SA,POL,NA,
293857,2008,20080630,COBALT ONE LTD,AUS,NA,
293858,2011,20111231,VLADIMIR CHEMICAL PLANT,RUS,NA,
293859,2005,20051231,OSTANKINO MEAT PROCESSING,RUS,NA,
293860,2007,20071231,KEMEROVO JSC AZOT,RUS,NA,
293861,2006,20061231,PETERSBURG ENERGY RETAIL,RUS,NA,
293862,2006,20061231,KRASNOYARSKENERGOSBYT PJSC,RUS,NA,
293863,2009,20091231,PROEKTNIE INVESTIT,RUS,NA,
293866,2001,20011231,DOROGOBUZH PJSC,RUS,NA,
293868,2002,20021231,LENA GOLD MIN PJSC LENZOLOTO,RUS,NA,
293871,2005,20051231,TAVRICHESKY BANK JSC,RUS,NA,
293872,2006,20061231,SHAW BROTHERS HOLDINGS LTD,CYM,NA,
293875,2007,20071231,HERFY FOOD SERVICES CO LTD,SAU,NA,
293876,2006,20061231,MOTOVILIKHA PLANTS JSC,RUS,NA,
293878,2007,20071231,HUMAN STEL CELLS INSTITUTE,RUS,NA,
293879,1999,19991231,KAMCHATSKENERGO PJSC,RUS,NA,
293880,2006,20061231,KHANG DIEN HSE TRADING & INV,VNM,NA,
293881,2008,20081231,NEKK OJSC,RUS,NA,
293883,2010,20101231,KC COTTRELL CO LTD,KOR,NA,
293886,2007,20071231,EURASIA GROUPE SA,FRA,NA,
293887,2009,20091231,KUMKANGSTEEL CO LTD,KOR,NA,
293889,2008,20081231,XIAOXIAO EDUCATION LTD,AUS,NA,
293891,2002,20021231,BANK VVB PJSC,RUS,NA,
293892,2009,20090630,SIN HENG HEAVY MACHINERY,SGP,NA,
293894,2005,20051231,ARSAGERA ASSET MANAGEMENT,RUS,NA,
293899,2010,20101231,KOVROV MECHANICAL PLANT JSC,RUS,NA,
293900,2009,20091231,MEDIAHOLDING PJSC,RUS,NA,
293901,2008,20081231,OMSKENERGOSBYT OJSC,RUS,NA,
293904,2011,20111231,PERM ENERGY SUPPLYNG CO PJSC,RUS,NA,
293908,2008,20081231,SELESTRA OJSC,RUS,NA,
293910,2007,20071231,HA DO GROUP JSC,VNM,NA,
293911,2010,20101231,EXCEET GROUP SE,LUX,NA,
293912,2007,20071231,TNS ENERGO KUBAN PUBLIC JSC,RUS,NA,
293914,2002,20030331,INFINITE COMPUTER SOLUTIONS,IND,NA,
293915,2008,20081231,KOLSKAYA ENERGY RETAIL CO,RUS,NA,
293919,2004,20041231,STRONGBRIDGE BIOPHARMA PLC,IRL,1634432,98-1275166
293921,2010,20101031,APR ENERGY PLC,GBR,NA,
293922,2009,20091231,G-SMATT GLOBAL CO LTD,KOR,NA,
293923,2001,20011231,ABRASIVES MANUFACTURING CO,OMN,NA,
293924,2000,20001231,AL AHLIA CONVERTING IND CO,OMN,NA,
293925,2007,20071231,AN PHU IRRADIATION JSC,VNM,NA,
293926,1995,19960331,CHEMBOND CHEMICALS LTD,IND,NA,
293927,2006,20061231,CHINA SCE GROUP HOLDINGS LTD,CYM,NA,
293928,2000,20001231,DHOFAR TOURISM CO,OMN,NA,
293929,2006,20070331,FORTRESS RESORTS PLC,LKA,NA,
293930,2010,20101231,GULF GENERAL COOPERATIVE INS,SAU,NA,
293931,2000,20001231,GULF INTL CHEMICALS,OMN,NA,
293932,2000,20001231,GULF MUSHROOM PRODUCTS CO,OMN,NA,
293933,2008,20081231,INDORAMA VENTURES PCL,THA,NA,
293934,2007,20071231,KINGCAN HOLDINGS LTD,CYM,NA,
293935,2004,20050331,LB FINANCE LTD,LKA,NA,
293936,2004,20050331,MENA REAL ESTATE CO,KWT,NA,
293937,2009,20091231,MOBASE CO LTD,KOR,NA,
293939,2008,20081231,MULTIPLUS SA,BRA,NA,
293940,2000,20001231,NATIONAL BISCUIT INDUSTRIES,OMN,NA,
293942,2000,20001231,NATIONAL DETERGENT CO,OMN,NA,
293944,2000,20001231,SWEETS OF OMAN,OMN,NA,
293945,2000,20001231,CELEBRITY NATIONAL FINANCIAL,OMN,NA,
293946,2007,20071231,NORTH ENERGY ASA,NOR,NA,
293948,2000,20001231,OMANI PACKAGING,OMN,NA,
293949,2000,20001231,OMAN FOODS INTL,OMN,NA,
293952,2009,20091231,ARCLITE OPTRONICS CORP,TWN,NA,
293953,2006,20061231,HU AN CABLE HOLDINGS LTD,SGP,NA,
293954,2010,20100630,DORAY MINERALS LTD,AUS,NA,
293955,2004,20050331,JUBILANT FOODWORKS LTD,IND,NA,
293956,2009,20091231,MELFAS INC,KOR,NA,
293959,2010,20101231,ALON NATURAL GAS EXPLORATION,ISR,NA,
293961,2009,20091231,ATLANTIS ENERGY SA,POL,NA,
293963,2009,20091231,G2HYSONIC CO LTD,KOR,NA,
293964,2009,20091231,INFOVINE CO LTD,KOR,NA,
293965,2008,20081231,PT PEMBANGUNAN PERUMAHAN,IDN,NA,
293967,2006,20061231,CHU KONG PETROLEUM & NAT GAS,CYM,NA,
293969,2008,20081231,GALATA INVESTMENT CO AD,BGR,NA,
293970,2006,20061231,INTL MINING MACHINERY HLDGS,CYM,NA,
293971,2005,20051231,MEDICA FRANCE SA,FRA,NA,
293972,2007,20080430,REAL OFFICE GROUP PLC,GBR,NA,
293973,2009,20091231,SAINT-FUN INTL CO LTD,TWN,NA,
293977,2007,20071231,STAVROPOLENERGOSBYT,RUS,NA,
293986,2011,20111231,ARAB GATHERING INVESTMENT,EGY,NA,
293987,2007,20071231,PT BERNAKAT INTEGRA TBK,IDN,NA,
293989,2010,20101231,BURUJ COOPERATIVE INS CO,SAU,NA,
293990,2001,20010630,INVION LTD,AUS,NA,
293993,2009,20100531,KEA PETROLEUM PLC,GBR,NA,
293994,2006,20061231,KOZA ALTIN ISLETMELERI AS,TUR,NA,
293995,2008,20081231,ABACO CAPITAL PLC,GBR,NA,
293996,2005,20060331,VASCON ENGINEERS LTD,IND,NA,
293999,2003,20040331,SYNCOM HEALTHCARE LTD,IND,NA,
294000,1995,19960331,AVT NATURAL PRODUCTS,IND,NA,
294002,2008,20090131,GREEN ENERGY 4 SEASONS,BEL,NA,
294003,2007,20071231,GWARANT AGENCJA OCHRONY,POL,NA,
294007,2006,20061231,INTEC PHARMA LTD,ISR,1638381,
294013,2006,20061231,AL MUDON INTL REAL ESTATE CO,KWT,NA,
294014,2008,20090331,BHILWARA TECHNICAL TEXTILES,IND,NA,
294015,2011,20111231,FARMAK JSC,UKR,NA,
294016,2001,20011231,INDEPENDENT OIL & RESOURCES,CYP,NA,
294017,2007,20071231,IP E-GAME VENTURES INC,PHL,NA,
294019,1997,19980331,SUN TECHNO OVERSEAS LTD,IND,NA,
294020,2007,20070630,LINAS AGRO GROUP,LTU,NA,
294022,2009,20090630,SHREE MINERAL,AUS,NA,
294027,2007,20070831,HOMERITZ CORP,MYS,NA,
294028,2008,20081231,REAL NUTRICEUTICAL GRP LTD,CYM,NA,
294029,2004,20050331,THANGAMAYIL JEWELLERY LTD,IND,NA,
294031,2009,20091231,SHANXI TOND CHEMICAL CO LTD,CHN,NA,
294032,2009,20091231,ANHUI SHENJIAN NEW MATERIALS,CHN,NA,
294033,2009,20091231,HANWANG TECH CO LTD,CHN,NA,
294034,2009,20091231,SHANDONG LONGJI MACHINERY CO,CHN,NA,
294035,2009,20091231,HANGZHOU ZHONGHENG ELECTRIC,CHN,NA,
294036,2009,20091231,QIANJIANG YONGAN PHARMA CO,CHN,NA,
